Id,median_house_value
19250,447910.9613009739
12025,260711.10634832326
13547,136016.25618460635
532,268246.0410402812
14665,124410.75939539637
19287,166319.6808668232
5193,318501.5462575905
8458,292261.37096897216
8465,161708.0115877878
4947,281355.4774433869
863,298833.4152868981
13595,193734.61973592415
3760,161963.0598156303
1933,140332.94417952187
14952,184866.52944683048
7585,148831.07225966046
6613,283729.75416787417
11936,321667.80901398975
15287,174876.31887297178
2385,185353.9300825496
13085,383292.408730153
12966,192250.7560564869
13744,160138.1440457772
4907,344424.0813773679
12100,270505.6026184469
17153,269639.4445655313
9268,211052.1550798757
10225,261636.23015295237
12481,330006.961934456
4549,282513.6274642695
13204,321240.8358592459
15181,246086.5574162687
4106,171642.0925313518
20605,295127.5644237028
3570,138216.9165710167
2191,222282.21778861052
7273,172991.49122869933
2865,187302.76822123802
3940,329633.0136000745
2773,272263.5692371937
10571,182862.04613996082
11606,250680.8870771403
15213,117557.67160953161
5575,185391.85034701636
3401,194974.87715940326
9568,126549.62762675066
14509,212520.59411630742
9573,168197.19831767023
3768,351412.6605127485
10984,207101.4553507491
17675,271123.89398319944
15296,171364.99944009513
3298,143843.8879716031
14134,210913.03340655274
19009,289245.06078873813
19835,101179.73989164192
9540,165187.35547553338
1539,270651.2737295498
1306,243415.4646904133
11284,359170.7892725843
19116,242279.83354848393
10895,248741.7699979952
4480,339922.4159208454
10908,93225.32775268912
2918,194734.70081955328
1481,286376.084154143
5341,116711.11285460826
859,192485.1090821714
6044,133605.7285017356
5461,171709.55482859485
19114,162265.149797158
16734,233926.88831648655
13429,186649.99034298697
19154,390786.60330451623
20590,259897.52930603115
7739,346678.6213532865
18777,393675.0220272116
10915,235227.52997374328
13965,112722.9339948846
2980,139184.84943419372
12128,230172.11373765077
4067,230377.10593073443
8940,99868.0516175521
3345,203433.59576332098
14707,234285.9385926062
17270,112153.27461372291
20504,206638.31741677702
15078,97424.86603416622
5555,270272.1486684128
4094,159082.34426205803
11574,196064.18282370293
141,130562.53817746861
7889,235598.89323648548
4306,129156.45944272328
11077,94010.3500316684
17262,317363.79542233405
11101,277878.9289449647
7950,246617.22188169052
1210,223867.53758932528
10914,195204.89950354586
15650,352612.33636589895
5802,151593.2621071525
4965,80377.62223399547
7707,176944.47915205488
17086,234345.27404709256
14679,230075.60801946858
11407,324440.7026820284
17805,255083.07525658145
7071,210580.82675516632
8515,195662.77466289516
14293,219892.3809172868
4816,444106.6296356477
8584,258021.77843493514
6375,286339.4334275264
4993,158313.88616285697
8673,174735.04123625503
14065,148518.48316527088
3774,410367.6959610623
7904,204804.8225393745
16631,415766.9416438741
13359,255237.11268463187
989,234955.57026449114
5837,193625.1720329459
7844,313275.46116293117
11225,315245.92340101977
2228,289293.50753370253
15307,218137.9675947102
4128,336188.5867277892
18529,367930.5872680228
6362,186456.01535718946
18518,252734.95073062266
1726,112482.69993846594
18037,201807.5406769586
1322,110893.97120272988
137,221452.17355078008
12964,175057.50128799974
8535,142873.96010588913
6075,176059.75579434005
17996,192957.05201004777
11093,137274.96263982146
9743,315724.02851433324
9381,164384.24840122918
9319,203850.41600107012
7244,226468.34071446
10779,331785.3476014624
11683,159979.78568389648
9817,133960.19272220973
14039,185654.0667420211
5112,156209.0004122711
18439,286919.9282173441
16487,282152.3593847513
9371,175757.94661076675
14955,431494.7411447229
20342,244830.57708048105
7818,225416.09279009953
13105,271235.93703091354
19129,113551.26378387267
6192,202814.56458897216
4030,314755.5499989958
9179,149981.07662590325
16813,107703.07358234223
20597,185186.5547001095
20078,155131.9793212622
20517,246387.55638549392
14361,137502.1767030851
12189,278907.672487759
14203,288537.0670907591
3995,219821.0439342536
9084,143302.0122318047
14303,293007.2990926382
4463,282783.52144115715
3040,131802.37746724347
14789,135373.4117385211
9411,242356.12719620884
15450,258671.04259040725
10709,379981.693959393
6763,322515.26274820394
17634,104449.03097623473
14578,266447.6969162976
13242,282179.3897927644
9443,160896.91949622644
19954,150918.1155143893
1873,163168.4997584815
18894,236521.84659248675
2887,226568.6318602841
2065,258579.14608156483
1312,139031.74892276447
1778,245744.31948539228
8711,143278.4724217274
12284,145639.1613031806
5340,250895.2953999107
16771,170558.89860328299
13545,231316.9717044593
14527,191561.8933729912
7641,259854.5726309779
13306,124447.5074295799
7276,274949.7749774021
2530,181765.1786470036
15004,209666.68908250626
10138,179854.0131941714
18584,160382.95055769134
3889,204232.7916931226
7645,301997.0486579556
9248,344797.20804925315
18587,197720.0325438932
9796,280187.2168801842
6960,168445.0189729027
11378,133845.89148821763
10783,248207.17719786856
9435,231580.75759774406
4008,128144.54231133527
10381,448955.0797935604
18749,207912.1309937954
13482,299644.253061165
3117,289895.9182012712
19501,339883.08492784563
8643,252700.6992479094
11924,122069.44567459646
13752,164408.47152938938
17887,209193.87742609426
11607,168882.8178188358
8717,202714.08800912596
773,186720.32612622058
11346,123650.15708634096
5285,106269.1609984194
2379,231848.20494937178
6281,209319.5107634663
12336,276315.96468371473
17891,270072.0062481477
18899,422964.4118460773
9794,255564.20163139064
1938,170193.95457495181
11945,306733.80283946387
3126,171276.97005885994
12829,412159.5289463763
3327,112947.6500110932
14681,245412.06906016835
8085,240683.60173176767
9006,259269.55198190274
16215,218750.6448268698
14823,182427.67051792116
13582,278691.81956297153
13264,222925.45008979618
16971,279329.2060201262
15749,233233.22890124013
15495,188342.32148789964
783,217898.2110464803
7389,146954.4220873872
16782,242763.8812305854
8073,251693.26251103694
12911,425915.60323676554
4840,206044.1639233732
693,196588.79611214422
19098,232842.14255020363
5692,179932.87394050357
16228,212978.18977395774
5182,132994.70701465686
3461,256985.20262380101
1910,196103.0753182078
12641,106570.87983389907
5817,95177.12631272626
3972,236161.21982571334
274,171159.84643353987
10090,324820.7898962022
15402,257161.81285402097
14879,160021.75474657866
17198,228398.55671998547
12225,125718.13727953998
646,163871.94162733023
6721,221513.09265675847
5775,420541.70783497515
7700,357697.1261582238
7207,130683.60076614172
18073,159348.37498989483
16397,180041.36974586188
18229,278004.8327267524
8589,97700.53268747628
19780,276237.18537879013
15198,111971.02490239537
15949,184380.80179620284
15845,120159.46812761246
12084,116068.51242236508
14347,145191.88651194642
5898,247300.88214539483
16628,226861.1048768159
19120,370789.5249500817
15586,176251.88944214003
14837,207123.07956630748
19792,191552.34342005232
14153,242787.32362091044
15322,127585.14210388421
15142,99818.55752426246
6197,111568.99737338275
2275,145452.28578136623
8894,170911.5218212213
326,349115.4224935127
6577,132126.24640766188
9121,154478.96366644805
5737,147045.6120003135
12,223697.4962792269
4968,181950.29669066402
10971,192062.08884398462
20536,445077.240775866
5451,134223.8477673496
16323,378253.60735320975
15383,262386.2405198451
10139,159064.5958430384
5255,172909.04651807883
8672,454660.09382980823
9612,114784.21123682108
2591,325455.05139911996
167,387228.0194842899
7653,195312.11340617982
12052,148736.44191474395
20066,265910.1799325446
12765,313952.8562268639
7769,392136.48913336085
7453,137494.13028385225
7630,236157.4615347004
11484,316285.1397183096
7387,201955.20228836502
2945,141531.199724163
10789,172756.8465061937
5952,212487.92773692138
11907,183340.20907866754
3895,196709.55003139237
11323,255195.92542322972
15606,225806.0108789592
12133,197101.7169950934
9442,206577.96130211957
16396,204377.4523461741
3087,400351.594147621
13029,239873.03028829885
9901,191268.84400221135
10506,313513.84510090196
11081,151325.88303949634
1695,322045.10231517325
9119,138393.6719086499
20583,314198.9516576901
20056,216890.93238262014
9674,428917.80746853416
2301,233258.04657659633
3410,258659.59828246804
7526,313073.72871688404
7109,191713.19525787505
13480,272835.52283952455
18686,237597.88163728695
6409,190157.22610311152
13252,185274.34370788038
7720,225568.15910468908
1615,225437.19592821223
3746,154507.7097363741
12153,148731.4171163389
19203,173343.66617928699
16486,280388.88723397517
14657,158617.89202522254
10201,420773.6768036593
13334,183284.14396906298
20133,106447.35472626302
9446,113904.06555042427
10118,414547.0809438413
18582,310301.2317169042
8714,170627.6042509854
14932,299559.2204039307
11366,280323.2473578869
19464,279030.88055397733
14377,365091.2131245999
14318,383996.99053332844
19882,283977.02031005506
18351,203411.78169895147
8055,260582.43081798253
9496,215704.35872309105
18345,151321.06337752988
16255,199881.3068786209
9711,259040.02747846843
13619,162195.47006509532
3967,280444.5546216442
13424,192164.74292167198
1524,216038.71243539773
8236,383512.25406107074
15445,336817.8291442782
6924,258174.83947296915
3543,421413.30160855537
19890,176277.51334780455
12391,334827.2829223318
14081,22224.89656750433
20092,304011.5766166564
17858,154210.58423416215
5998,229292.1168799526
10175,228118.9348369627
15861,230123.78824140798
20251,172412.74780813899
17553,433612.5092779442
18428,255813.81225524173
3159,153487.76841619852
15010,115099.25084532765
15903,93766.74412461788
12188,269850.9946420108
15422,142782.8819928405
3956,390111.2882402317
5751,188428.65805805384
7594,140809.33802815565
5492,181299.89858990157
4400,133300.1387042675
18458,237217.10902870982
2993,279740.79921364307
6758,186611.83020679693
6395,386276.5504219709
17590,333195.5594666896
15615,158982.47104305643
9852,209644.44745460505
3149,177401.45652629557
3685,180109.38914032665
2144,239785.58754665146
3092,252542.26264938424
4966,300759.71194620844
14981,180495.85240698553
5843,336381.5665174034
7936,199922.80424919474
12045,295162.5822415427
3674,385372.43924363184
10476,182543.74116660966
9541,234261.6964642618
15398,161613.03345688182
8982,453693.42037690873
1761,179630.79419186746
13631,194073.7102575669
9117,251803.46360519857
4508,216929.19306441455
5885,226261.1438258466
11134,208210.92872070736
18514,196131.85377925436
10943,136361.0159537683
10969,128858.52847434544
6480,157649.2066386418
2722,192766.3196812019
20068,388076.0347604534
19388,171159.96611164004
10777,227259.0991051692
9275,185342.0644638857
12470,201464.73946577896
12376,199561.73748574586
7406,293074.2777456527
4818,168526.89667335092
11461,276295.40154296363
19650,341895.30822292995
1329,287924.2202877811
10051,209393.37015704968
6877,250142.49190778867
15993,292430.9488759281
17802,237367.81369038517
2234,214281.55227925908
13266,251800.88394181253
545,365890.41910045344
10509,133733.8992424102
82,412678.2617624459
5996,256181.41164947735
9512,363929.4556963122
1806,263021.9652963573
1194,270861.88331616763
19998,105895.0207459707
7695,166357.89516307475
11630,199303.63201842242
7032,143058.7502108209
18112,191241.14398181636
10004,245718.22695572305
2067,134781.11963377864
12364,105098.17478234455
4728,257604.27391333875
8409,189319.73457184236
8355,325730.8205494525
17074,139072.0181640865
6880,280830.1316561506
10085,308824.73912082013
8048,270143.2452859323
14000,375683.5758980284
15024,279061.6966657562
8023,344663.59263860073
15611,103264.49380676965
20081,159264.69012284977
4115,130829.91016155774
16572,354980.0672532652
16684,213486.6723302388
14505,156957.1270972525
5162,125548.61221873183
17102,148737.18915080084
9110,140533.35490049032
20484,375534.53434157505
13016,330356.01685531554
6795,274594.6855425564
1649,189650.50066110343
2349,163357.75232224932
2289,398112.7498102425
8401,170188.14430736384
5110,249163.42046003402
9802,188817.52753799566
2684,333976.9363428267
5943,183587.80168639272
5459,332858.19638132746
11291,159473.4055574876
7999,299516.20459078543
19435,193164.7052973436
13379,255704.5044082271
18378,232508.51944155718
4759,128852.22803260304
7894,158314.09308005747
2414,250551.96671456497
6620,211512.33691958836
20532,143570.25115231593
20350,434534.2202344839
4651,179520.70881244747
10433,323389.0607956455
10055,264477.28016034287
7438,176923.79137644247
17960,147320.9409158359
19585,178803.99243108317
15215,228123.49345844885
643,199113.09856999188
1402,289349.70516524534
7463,364436.25508142135
6856,164082.42986453377
9837,471122.1919465304
3385,135919.51929494418
3413,249447.25749068608
14667,244205.23188502947
13826,263487.00366763555
20598,289022.7096279677
18953,342695.5180694214
5294,211869.0228942309
14631,162761.5895518584
2050,206176.04822862777
14034,298836.9122988158
12672,151698.49052838152
1669,148215.3740088617
7718,232626.24906136093
16341,164465.26029575837
9237,206427.34389947532
13000,174095.3485583628
11608,234420.6165795448
17124,157042.6055715422
11243,328019.33025220607
104,126354.12125935766
9686,203592.2017980989
7574,310825.3267807636
4853,219291.72497798773
12091,250931.5453545712
7240,255622.6108714115
698,333083.57189674076
4555,180969.46220298033
12684,181379.4871757604
2488,227702.74085996998
7567,200687.9441713975
1972,278855.6394479193
11616,338456.8215105581
20538,99409.7264662934
5796,241619.4928067227
13648,167614.46315975898
13518,366467.3958739294
18161,393269.7119665024
11604,289994.20976089267
12584,152982.1739273116
9826,188557.37751187125
18100,196258.59779356813
1073,444944.7730778241
11206,121612.22015464937
3082,223308.90655356695
17618,165349.86546075996
13488,213296.12964997123
961,203377.5709361987
6009,94856.1469038526
16219,157803.14772943954
1664,262924.6336322564
12671,346786.91218117595
1516,327598.581281629
11490,251618.99576998616
11700,138667.29859032613
4342,230301.60631415102
16284,162740.21853711075
17627,423555.38897149306
3553,349961.9625731348
17289,165434.3563775326
19295,247802.6887439249
410,191184.56452990268
6293,142563.5238994789
811,183201.52008903743
19784,239324.01087643785
9265,285079.1002691854
13783,309338.675711648
7766,262637.27852325817
17931,152804.0268846787
5736,115220.39115497835
17943,216256.10122069356
2278,328488.029428435
19970,223394.67272491724
9591,243188.47005633626
4971,219519.02564607208
63,302615.06343406375
1538,130108.9606304871
5,428437.95725911984
10367,265689.9899861855
14974,371097.6650110276
7388,204788.87888679907
15471,192280.5765898294
9708,198667.36112898044
1763,334191.49498128373
19686,131426.00136577882
13052,171516.83502083394
1536,202901.8837036008
15687,266854.49036560865
16895,154748.94903213682
12594,168751.32041239314
7573,150641.722867898
10686,217430.87920034616
4229,139434.38962330812
15621,154935.04599420427
2699,175587.5939914358
13367,333410.83340366185
19911,181355.82146689927
8965,209071.96003714495
17445,116532.14326491635
9656,186029.98360776211
16889,224424.25550164646
6215,202082.99622827434
7043,158275.48679803548
7694,243343.3412879637
19021,218232.313263916
16012,145242.6349357254
7837,423348.64986736636
11242,118917.07298407209
2754,108727.64600557588
8676,254007.52315095556
15147,363694.65608375834
16121,131381.82500560646
6754,209860.48473261725
11933,141127.90434942054
3161,130816.66067290472
177,216230.42718409328
1120,112799.97808097625
1467,114837.47939344097
18754,229046.56983266355
16431,240676.9154065104
10758,222849.61808179313
15222,291289.5010883147
3411,192142.8183622945
4928,147700.93210785207
9269,152465.86760957295
4117,199923.77623952558
8133,129713.83829591596
8059,192767.22684122497
15851,228350.17115324445
2326,213295.26775760294
17044,167545.05897642046
10390,132887.03132259488
10125,285089.41937521537
12679,287141.58739570586
2936,159143.3870578194
16973,226448.66542329392
8417,214105.05036102125
18740,167433.28809470613
13078,107566.05130437946
18182,169097.70161797144
2463,259925.54979786792
16186,203945.52345718892
11673,297390.2533612859
8290,130012.65289531994
4129,158967.89376877563
1443,123432.73391811152
6126,224665.42246022774
790,144057.20590873266
11368,237057.47988617493
12541,273439.12183163327
9473,113468.75115997197
13026,116718.61678308569
5472,204168.58383535017
12108,170071.61803516044
5851,236628.64162132022
2600,236382.61988481568
6118,150414.0655005398
1152,201010.52545958804
19500,207725.8781309653
9721,171591.40632569158
4227,215684.7300914583
6976,111519.08732740316
19721,239769.45426595377
3121,242741.93372529966
2433,358384.58923842094
2434,165835.74824545914
2917,347639.89157691994
7400,397118.01409948716
19144,241406.14733800702
19557,361839.8872881513
8876,350481.6537897427
3785,233272.77295733689
4734,205172.7967820983
13407,183947.25963831673
4417,230380.77000712333
6984,159213.762479562
9440,179035.0233855048
1159,373545.88848075527
8398,139169.96298840924
2842,157208.89449341767
1124,132060.04783405075
7975,273084.83917794167
10487,233447.57745614683
16931,195297.2194534256
6266,149438.67513534738
14023,333348.17286152206
18022,160801.38756077553
9553,238425.66046123806
6630,281422.59479061124
8360,149278.43525379052
18470,174566.33714616345
8602,177488.13626266472
16566,317367.75773048884
16426,130141.68461938122
3271,203525.11411288084
3831,288062.6662392781
19019,226634.04731448725
7428,217155.02317659374
11869,186529.71333702304
10941,328662.5897130528
14168,113916.2217752298
13773,452594.81769652775
17308,131616.0843343744
12313,167357.8279508629
15399,135810.21573349903
7423,292174.2702789401
16132,364837.9933309323
2692,214005.5724710281
1426,132792.9854024281
8019,176860.77109063932
2584,159232.10639630564
12922,269987.2365901451
7764,192013.60554785613
1104,270299.85625951417
15822,146158.74310046338
12234,377312.3400974859
101,191989.6850354774
19379,180722.67613691642
8397,93558.29889890188
17564,272170.8751478731
5755,135303.45645990106
6036,373318.5456205068
12265,127798.82963344746
12426,212406.18558973927
6700,128633.51965605475
10678,184490.13502057674
6853,178073.01372288537
18521,159481.98402426334
5225,151003.2589747779
18404,160403.07650131558
5597,239126.40672298562
16070,116278.2947856756
15542,282628.82284127735
1428,150963.4922343279
16303,244118.8316533667
11754,199712.57823490739
8280,193304.30999664465
1192,155025.48036346503
6421,355388.901320087
5287,248356.650329837
19245,234095.0661727945
12441,193184.03591315512
6221,140383.7726643245
16979,342324.4442693628
10070,283582.4890369749
19177,194103.21413040883
8502,280468.1159398274
13633,230646.76350860394
9637,147944.23226948857
1965,150220.92483060274
18091,172370.3507455897
13812,116871.36392832182
3926,227921.64390733527
322,238657.72710767906
15241,263984.162268113
6997,207250.48538489902
14286,306941.1946882831
2063,456419.6234138692
906,222277.32112304005
10896,359105.02376982616
8420,215479.78714620578
7248,278323.8523284719
11633,219685.95312846475
14958,147274.6256015862
13396,163979.57989907637
19210,428794.1770122867
5868,300595.34480199823
20241,178873.14679835807
20623,193554.93357045943
2283,188462.24168841695
17503,244298.6787014907
15575,260757.78421865823
19783,192704.8069612506
17534,274728.00386590115
423,170038.13828712227
15483,184026.33622406292
536,205638.98940457235
19184,275871.2156850566
5622,112188.10368115736
8955,209248.39940533624
14118,225059.83898203095
15837,169735.92227847094
15060,226030.47075138747
12926,287589.61271882546
8222,187114.4651581787
7802,250831.96058098387
9336,141720.14519047426
16266,185595.48563169525
2090,203652.2828308782
18949,189542.67280037396
420,315996.8302762802
12923,231431.26608725986
16261,429495.1785029249
14253,257614.93489516084
17035,119622.31915966528
5839,225002.67039901268
10309,175589.04759233008
2062,207444.24629769137
1304,170297.10683536835
2514,248289.47787067326
19455,166988.8724140469
12775,213000.40781857327
5732,192732.08018083422
17841,174602.32700613514
12546,93803.91678333642
10482,236141.57757608534
16113,347675.91218151996
4243,169924.20457820722
9286,316691.5035366009
3904,79877.45509419013
3336,244638.16463863212
6482,228003.81090476646
9143,247723.77253596458
12399,231827.26523819802
16247,269615.9015642033
1554,243436.2111858072
14742,237075.24860612175
15305,274583.47069255315
18786,291504.51701538154
18058,307430.60966258316
16360,295802.7446043448
6586,322251.22662285
13748,320609.5024603436
7791,227550.39211494493
78,133538.39574415755
14792,291022.4831060602
12874,206845.9814844037
1585,203634.94712811918
3112,309690.5063806903
12932,261120.16961794233
445,302038.9248679688
2548,217794.44126485576
14601,210158.38041879373
12947,210380.7109918787
8479,242176.94335389798
2875,234901.7822836112
18938,223074.237777983
8836,378132.1819093978
5422,272498.9327271328
14205,201054.93468215188
4357,154947.3271430888
12583,299050.1644849403
15112,142156.57729130366
15505,161417.37974818266
15897,159671.10558598966
1907,200034.73505967305
20622,106217.73788287665
13184,283783.50375588576
16943,265381.7054377257
4722,192196.41407272028
8066,285545.0454334705
14004,247282.30055625594
64,222915.39848720658
7796,112252.95351825115
10905,249389.45306444922
4760,108831.43676152035
11615,137159.5726346795
17499,298441.3122007745
1332,204344.80831172838
18853,377789.7993523662
10643,237057.02162853754
12363,166652.5251864228
11531,140654.31548400113
18667,193167.71951176517
413,182716.92792416766
19302,166219.38412205485
11374,183558.20815476685
6501,323883.4240535656
15594,363533.3909548738
6566,318648.5976825228
3980,187715.870342395
15653,135222.90079397708
13607,348836.3056072084
15638,143571.37387736805
18337,298904.68387207907
3262,250007.5081927459
19824,123109.35148604079
7378,215747.29786368305
19300,152082.8994632058
191,370983.80259688915
13477,192955.85258745594
575,124437.63684319702
11125,127665.21106734933
16942,110247.76406314105
13225,150727.1414848702
12021,221407.688750719
19317,192446.7700982941
16801,211233.49170339337
19711,191692.43020406444
14949,178994.39375773954
18882,215393.3167760326
15936,260349.29189268118
3691,258405.40849641105
11471,250638.2166282458
10900,115847.89631058606
11348,247523.18603374326
9254,184488.96372031062
16153,248617.75986568397
14401,233677.14766478675
5263,122574.62901517635
946,230504.30488001148
2594,155227.31853890256
3465,113597.23772974042
14077,470840.0314143994
13840,87030.14984193929
3693,217454.14615935672
8445,227530.9552102811
9914,262784.6938734295
13229,173686.9504372166
13945,112373.91068229616
13810,222844.20294337784
1616,169433.91686959576
2076,281628.47998755577
14943,186902.15274642553
16200,302656.76897765574
9041,126862.28090510286
2642,346429.17468010937
9981,233955.29330018052
6894,271780.8208496483
9712,138853.27670365424
19635,128919.37269515506
6285,211613.91900487433
16196,161233.0837612301
20062,179753.6943075217
20533,405742.43215315725
16539,214065.71372051208
12310,314758.9907606505
19969,308722.74974746036
976,206435.532681805
5941,186712.43700022134
9476,392881.3709770954
19385,248717.74923134534
1847,215042.4919820196
19739,198371.77846239688
12994,233087.6846018998
12934,312380.9941703028
1170,316749.9681965276
12469,170414.1142484554
13005,221504.94713063887
7200,122450.38160276617
4385,338534.33430971426
12890,274716.1158412896
10224,170482.96933003422
13091,92610.80565293464
4992,173622.5612353701
10649,240610.99446668904
8032,217307.32988554565
15290,196058.39422059717
11136,152318.78874704186
3687,122354.27546940235
7245,361806.1315503331
19708,259709.6404298265
15608,314057.08889101946
10693,197463.52218347235
20052,245775.1396048395
551,299816.64728203346
16335,175397.99732596736
16090,152680.61547721323
11159,139381.28280805665
9488,297596.4407617868
5714,160488.0582234283
4324,320070.870021519
17144,171072.86688210123
5311,180215.28012953833
14212,440282.5913270483
10845,261145.36160104687
5335,196339.05389139435
10748,163307.96818431027
817,141290.1072900109
5103,209044.7345739203
18806,189113.6706633427
12650,222252.81909368825
8997,194349.93029133554
19070,138613.7641581258
886,243266.99465722629
10690,130917.56941856172
1828,229966.74094386687
781,203923.85563223588
1702,221203.97751529285
16787,192556.32861061968
1864,186918.72462887125
5091,238250.2708564474
17108,423927.6929879152
19448,411238.0651152344
14022,267283.23477159993
7906,257099.606042582
20601,248861.9994765019
10496,315957.13606687426
6979,152259.0453889974
9997,239683.55118214927
8187,205611.93718407786
12893,276896.6376290826
17701,160773.79452690334
5515,118068.59415087591
4875,209856.29608309251
15364,124838.54892058094
8860,111842.74600764879
13077,356915.26556846866
4245,244677.46785441157
20031,243740.99937562176
18083,154437.53188179346
108,226684.37879690377
15154,282443.4990055297
6160,215600.86516939788
850,222813.1467295881
8285,211809.16222323306
17241,183440.02726211582
17956,384797.9533447539
19358,201751.2920863957
15162,421468.32506023603
9153,228707.062287795
20637,127634.88418211264
17648,314066.5536969799
15499,188775.17344576865
3710,272741.53909672063
13729,272685.1000106362
17391,258642.71693620714
2890,201186.82742599028
7493,122492.05821092488
131,226412.0348715719
876,246678.35829493662
13020,327317.8624350158
264,141563.2438713337
15789,319351.0794552071
5946,201643.23487585486
19821,150975.6395929487
879,208623.11586411812
17808,289639.1586030565
10352,199603.86957473328
19322,165187.14947669854
5936,215531.63023860933
15700,207445.89049215932
7957,187093.6175255918
14396,147720.55660116364
776,479675.2393060799
5792,133334.59909252558
4610,158613.45580470245
19803,144070.52768997767
15989,258200.8343327973
6200,194600.50438511092
2473,266503.5051509688
17496,370941.9438384409
16160,304498.7269629268
3643,212564.2376532019
12849,215739.94694457293
7864,182099.51647161006
5016,129080.28499169456
587,155227.4983137518
10611,239577.56375778807
7713,223439.3504583279
19673,191218.72695597293
6327,379311.6036347423
10423,196011.02510580065
19717,117180.81686147166
14780,200584.04336691462
5223,206102.50778567296
2113,133491.7991218557
13875,329433.837976874
2937,227779.6896331002
16879,143431.61461283916
12624,115607.10632583326
9441,242283.3024260735
8349,286384.1752789095
13287,237050.208156503
15590,295659.5659742824
12382,235421.17613948003
13692,205951.74851361287
1791,208722.44355996887
8369,285217.66102737613
5375,268559.46254730027
9820,442980.8657236839
12080,409063.3338685246
16494,172112.82553719456
12465,129674.85406593986
13425,246692.25736137605
18284,117789.8996212485
3140,168879.52816842307
11047,354640.3168800635
8958,322930.3384065893
3715,180485.80444382736
18624,269481.7253387591
460,352733.81992635847
18928,98112.1967529693
6698,139981.7514334568
19408,178932.6553672721
14914,117247.46996184361
1510,214357.49908473564
20437,215496.23860659442
20425,119082.13345585013
17156,219347.14559216928
9106,166987.50718331576
6935,337313.6437854088
17066,188048.97038157578
7119,239869.8517406405
5065,120377.00123845806
15754,96474.90975481726
16455,210884.11715128843
17641,146489.42429337805
16749,467504.2769088355
16869,215423.64760682196
15696,277178.5863742065
7989,173993.53312755184
20442,272013.04985168995
8852,121319.5569994615
6457,103773.58424711869
9219,275037.65026003885
20040,208959.473439355
1270,191915.19349331688
6562,198369.46442236938
18609,191166.0600772386
12962,230528.7613311799
13487,160533.51849343
15116,303808.41159368696
8412,268402.62886714784
1110,228867.29250936958
13948,209251.51643526708
12745,235489.44351439658
11981,121833.82701235004
16430,104156.72733863827
12494,320308.9250689341
20244,230397.40674474085
3811,197377.71720753773
14939,235829.90291232066
8737,225058.24008377033
18413,202619.6943441675
6852,148086.67018145058
18653,306953.8216640214
6255,179932.87394050357
4140,259129.9071751466
15975,149431.33002874366
14105,239296.66692041518
3007,244178.10297182447
2804,287134.3142111468
20259,204896.61785382964
11523,186659.88328700906
14165,228406.3086850337
15377,443759.6364119881
8345,154219.13058595167
19124,146307.34036377483
15368,300239.86405045254
1171,197470.03786368435
11706,155390.01916633407
9128,293416.03034111107
9174,125345.80323858357
558,370521.28468054
17096,116112.81591838473
6405,187645.02186833537
8289,206383.46884255545
4598,169077.13906170792
4044,156480.53179045033
13019,146296.0646207123
17042,121105.80063895602
957,428926.5604958832
14384,200832.72612803045
10401,124065.44332438328
13712,202837.82833794798
360,143299.79638578996
9502,150955.43147257456
19960,193809.0893887269
11845,273687.073792097
19742,437242.02968418965
14557,115671.28855926036
19193,114360.84073442598
10443,213556.283535303
19480,210899.76763992294
1128,204222.29265860305
11644,204438.6634143142
12599,319114.30596769403
13400,225272.72564334713
9897,304848.93889296445
8408,189315.79193434468
391,320923.3058502673
11828,201509.67675682117
1167,184106.56898904964
7192,280862.2829646883
3263,190930.19797962846
20615,254401.63068049558
217,132214.1190260415
14328,194313.7956598618
9583,173949.72075493055
12769,252386.91883431302
15231,243976.81810828505
1551,108139.3924140175
2801,415757.81892580667
19968,453998.55977311585
19532,342216.30477702024
19131,112516.0738502184
2920,421030.2016438511
11495,174672.14073617934
20369,202719.2358393045
6525,214965.79886121018
8090,162077.9030075883
14938,149381.3942784809
19672,101860.1650913961
11202,316626.85257155437
14892,135671.8750652288
16891,230467.2751752093
4625,217924.91190512216
1668,196395.55366644403
16551,131815.10959718376
12291,207752.86239096767
7019,189773.7025184116
2825,262170.73090712476
8232,161791.15438697784
4719,251521.89421910216
2967,228510.0592903358
4901,81527.48309940263
12238,148845.64498219083
4674,109310.61446827742
14740,209475.92689229365
339,420339.11602035956
1693,183075.09930149434
16763,165908.80940466587
17137,305663.32935538184
7804,321943.90080830327
12558,351131.6677917645
9871,135148.1808201031
1024,137251.35482068907
4125,200243.62396386746
9504,185103.33058552915
4973,217219.8413727321
4731,243524.3183302948
7902,251807.78743930254
5055,269963.69096918224
12543,129267.67808326242
1199,161351.75751874526
9792,448246.41702306643
745,315622.4762295669
3649,264188.5655442364
10588,145719.62788749204
11454,157452.23457814616
13563,255532.24299662377
199,261357.69896680568
12867,246896.14705865236
12628,251281.29777619286
11244,260036.19574440565
20260,248971.37925286693
7416,452866.1303006755
14528,267972.1614169846
13720,237737.23255217812
9510,142338.90003527352
798,170263.49326273391
3449,181484.7218675825
6749,369949.7968152161
2365,136877.58639601132
8396,281869.14945352275
18576,244310.43950932313
19967,229413.72584837204
16612,170133.0558303029
4246,204446.3772076381
13369,191244.5192183255
10392,160099.50087374146
10692,256037.2767535966
1736,175743.61443572486
5572,315072.6604495808
793,278316.45392545074
11776,175947.49407917014
2333,314727.4079327804
10231,180352.15463750233
